on credit,1,クレジットで,前払いで,現金で,小切手で,TOEIC600点レベル,熟語,値段・料金,クレジットで
shipping,1,出荷,船舶,荷物,許可,TOEIC600点レベル,名詞,運送・納品,出荷
shipment,1,出荷,重量,輸出,梱包,TOEIC600点レベル,名詞,運送・納品,出荷
carrier,1,運送業者,飛行機,離陸,保険会社,TOEIC600点レベル,名詞,運送・納品,運送業者
pickup,1,集荷,委託,配達,運転,TOEIC600点レベル,名詞,運送・納品,集荷
receive,1,受け取る,送信する,修理する,精算する,TOEIC600点レベル,動詞,運送・納品,受け取る
tough,1,丈夫な,柔軟な,高価な,ひどい,TOEIC600点レベル,形容詞,運送・納品,丈夫な
campaign,1,キャンペーン,広告,代理店,割引,TOEIC600点レベル,名詞,広告・宣伝,キャンペーン
advertise,1,宣伝する,企画する,調査する,普及する,TOEIC600点レベル,動詞,広告・宣伝,宣伝する
advertisement,1,広告,代理店,ポスター,新聞記事,TOEIC600点レベル,名詞,広告・宣伝,広告
brand,1,商標,特許,参入障壁,看板,TOEIC600点レベル,名詞,広告・宣伝,商標
feedback,1,反応,返金,返品,補償,TOEIC600点レベル,名詞,広告・宣伝,反応
fashion,1,流行,礼儀,形式,時代遅れ,TOEIC600点レベル,名詞,流行・普及,流行
trend,1,流行,時代遅れ,公開,関心,TOEIC600点レベル,名詞,流行・普及,流行
manual,1,マニュアル,明細書,領収書,納品書,TOEIC600点レベル,名詞,コールセンター・クレーム,マニュアル
complain,1,苦情を言う,料理する,議論する,弁償する,TOEIC600点レベル,動詞,コールセンター・クレーム,苦情を言う
defect,1,欠陥,進歩,能力,故障,TOEIC600点レベル,名詞,コールセンター・クレーム,欠陥
replace,1,交換する,修理する,販売する,壊す,TOEIC600点レベル,動詞,コールセンター・クレーム,交換する
crack,1,ひび,色落ち,誤字,動作不良,TOEIC600点レベル,名詞,コールセンター・クレーム,ひび
insure,1,保険をかける,資格を与える,返金する,修理する,TOEIC600点レベル,動詞,損害賠償・保険,保険をかける
company,1,会社,経営,協会,連盟,TOEIC600点レベル,名詞,企業関連,会社
set up,1,設立する,経営する,計上する,多角化する,TOEIC600点レベル,熟語,企業関連,設立する
manage,1,経営する,設立する,倒産する,提携する,TOEIC600点レベル,動詞,企業関連,経営する
run,1,経営する,提携する,再編する,独立する,TOEIC600点レベル,動詞,企業関連,経営する
extend,1,拡大する,合併する,再編する,吸収する,TOEIC600点レベル,動詞,企業関連,拡大する
go bankrupt,1,倒産する,乗り出す,経営する,合理化する,TOEIC600点レベル,熟語,企業関連,倒産する
section,1,課,協会,組織,決定権,TOEIC600点レベル,名詞,役職・部署,課
division,1,部門,志願者,幹部,ピラミッド型組織,TOEIC600点レベル,名詞,役職・部署,部門
boss,1,上司,会長,同僚,派閥,TOEIC600点レベル,名詞,役職・部署,上司
apply for,1,申し込む,面接する,採用する,募集する,TOEIC600点レベル,熟語,雇用・求人募集,申し込む
employment,1,雇用,失業,従業員,新入社員,TOEIC600点レベル,名詞,雇用・求人募集,雇用
unemployment,1,失業,雇用,研修,規律,TOEIC600点レベル,名詞,雇用・求人募集,失業
fire,1,くびにする,雇う,辞任する,異動させる,TOEIC600点レベル,動詞,雇用・求人募集,くびにする
resign,1,辞職する,研修する,配属する,検討する,TOEIC600点レベル,動詞,雇用・求人募集,辞職する
retire,1,退職する,雇う,相談する,昇進する,TOEIC600点レベル,動詞,雇用・求人募集,退職する
pay,1,給料,ボーナス,年金,昇給,TOEIC600点レベル,名詞,給料・手当,給料
salary,1,給料,ボーナス,年金,昇給,TOEIC600点レベル,名詞,給料・手当,給料
wage,1,給料,ボーナス,税金,昇給,TOEIC600点レベル,名詞,給料・手当,給料
contact,1,連絡,掲示,送信,返答,TOEIC600点レベル,名詞,連絡(手紙・メール・電話),連絡
touch,1,連絡,掲示,不通,返答,TOEIC600点レベル,名詞,連絡(手紙・メール・電話),連絡
information,1,情報,編集,人名録,電子メール,TOEIC600点レベル,名詞,連絡(手紙・メール・電話),情報
post,1,(掲示を)貼る,抹消する,編集する,抜粋する,TOEIC600点レベル,動詞,連絡(手紙・メール・電話),(掲示を)貼る
record,1,記録する,書留にする,応答する,設置する,TOEIC600点レベル,動詞,連絡(手紙・メール・電話),記録する
write down,1,書き留める,返信する,転送する,同封する,TOEIC600点レベル,動詞,連絡(手紙・メール・電話),書き留める
post office,1,郵便局,銀行,本社,事務所,TOEIC600点レベル,名詞,連絡(手紙・メール・電話),郵便局
respond,1,応答する,適用する,同封する,口述する,TOEIC600点レベル,動詞,連絡(手紙・メール・電話),応答する
stamp,1,切手,クレジットカード,証明書,録音,TOEIC600点レベル,名詞,連絡(手紙・メール・電話),切手
ring,1,鳴る,記録する,作成する,抹消する,TOEIC600点レベル,動詞,連絡(手紙・メール・電話),鳴る
receiver,1,受話器,航空便,切手,通信文,TOEIC600点レベル,名詞,連絡(手紙・メール・電話),受話器
speak to,1,と話す,表示する,返答する,接続する,TOEIC600点レベル,熟語,連絡(手紙・メール・電話),と話す
hold on,1,電話を切らずに,受話器を取って,かけ直して,在席して,TOEIC600点レベル,熟語,連絡(手紙・メール・電話),電話を切らずに
hold the line,1,電話を切らずに,受話器を取って,かけ直して,在席して,TOEIC600点レベル,熟語,連絡(手紙・メール・電話),電話を切らずに
call back,1,かけ直す,保留にする,メッセージを残す,電源を切る,TOEIC600点レベル,熟語,連絡(手紙・メール・電話),かけ直す
hang up,1,電話を切る,保留にする,電話を代わる,消去する,TOEIC600点レベル,熟語,連絡(手紙・メール・電話),電話を切る
wrong number,1,間違い電話,接続不良,留守番電話,発信音,TOEIC600点レベル,名詞,連絡(手紙・メール・電話),間違い電話
finance,1,財政,経理,台帳,監査役,TOEIC600点レベル,名詞,財務・会計,財政
loss,1,損失,黒字,数字,維持費,TOEIC600点レベル,名詞,財務・会計,損失
deficit,1,赤字,黒字,合計,控除,TOEIC600点レベル,名詞,財務・会計,赤字
debt,1,借金,経理,募金,決算,TOEIC600点レベル,名詞,財務・会計,借金
sum,1,合計,為替,控除,通貨,TOEIC600点レベル,名詞,財務・会計,合計
amount to,1,合計〜となる,不渡りにする,満期になる,発行する,TOEIC600点レベル,熟語,財務・会計,合計〜となる
loan,1,貸し付ける,合計する,差し引く,貯金する,TOEIC600点レベル,動詞,財務・会計,貸し付ける
account,1,口座,窓口係,為替,通貨,TOEIC600点レベル,名詞,財務・会計,口座
interest,1,利子,暗証番号,口座,所得税,TOEIC600点レベル,名詞,財務・会計,利子
withdraw,1,引き出す,預金する,送金する,裏書きする,TOEIC600点レベル,動詞,財務・会計,引き出す
due,1,支払い期日の,安上がりの,気前が良い,期日を過ぎた,TOEIC600点レベル,形容詞,財務・会計,支払い期日の
material,1,資料,図解,出席,グラフ,スライド,TOEIC600点レベル,名詞,会議・議論,資料
presentation,1,プレゼンテーション,配布資料,発表者,司会者,TOEIC600点レベル,名詞,会議・議論,プレゼンテーション
graph,1,グラフ,台本,大会,議題,TOEIC600点レベル,名詞,会議・議論,グラフ
pie chart,1,円グラフ,棒グラフ,会議室,議事録,TOEIC600点レベル,名詞,会議・議論,円グラフ
convention,1,大会,資料,委員会,議長,TOEIC600点レベル,名詞,会議・議論,大会
board,1,委員会,会議室,代表団,委託,TOEIC600点レベル,名詞,会議・議論,委員会
take part in,1,参加する,休会する,派遣する,欠席する,TOEIC600点レベル,熟語,会議・議論,参加する
take place,1,行われる,転勤する,配布する,発表する,TOEIC600点レベル,熟語,会議・議論,行われる
put off,1,延期する,判断する,一致する,早める,TOEIC600点レベル,動詞,会議・議論,延期する
court,1,法廷,裁判,判事,弁護士,TOEIC600点レベル,名詞,裁判・法律,法廷
discuss,1,議論する,反対する,同意する,遅らせる,TOEIC600点レベル,動詞,会議・議論,議論する
argue,1,議論する,参加する,解決する,賛同する,TOEIC600点レベル,動詞,会議・議論,議論する
debate,1,議論する,決定する,投票する,保留する,TOEIC600点レベル,動詞,会議・議論,議論する
agree,1,同意する,反対する,口論する,解決する,TOEIC600点レベル,動詞,会議・議論,同意する
object,1,反対する,賛成する,決定する,採用する,TOEIC600点レベル,動詞,会議・議論,反対する
oppose,1,反対する,賛成する,決定する,採用する,TOEIC600点レベル,動詞,会議・議論,反対する
decide,1,決定する,参加する,口論する,賛同する,TOEIC600点レベル,動詞,会議・議論,決定する
defer,1,遅らせる,推論する,決心する,配信する,TOEIC600点レベル,動詞,会議・議論,遅らせる
headline,1,見出し,記事,原稿,出版,TOEIC600点レベル,名詞,報道・出版,見出し
article,1,記事,連載,定期購読,索引,TOEIC600点レベル,名詞,報道・出版,記事
media,1,マスコミ,出版社,編集者,著者,TOEIC600点レベル,名詞,報道・出版,マスコミ
press,1,報道機関,定期刊行物,段落,書体,TOEIC600点レベル,名詞,報道・出版,報道機関
print,1,印刷,連載,随筆家,作品,TOEIC600点レベル,名詞,報道・出版,印刷
publisher,1,出版社,編集,誤植,随筆家,TOEIC600点レベル,名詞,報道・出版,出版社
issue,1,号,社説,報道機関,編集,TOEIC600点レベル,名詞,報道・出版,号



condominium,1,分譲マンション,別荘,大邸宅,小部屋,TOEIC700点レベル,名詞,住宅・不動産,分譲マンション
villa,1,大別荘,ワンルームマンション,アパート,空き地,TOEIC700点レベル,名詞,住宅・不動産,大別荘
cottage,1,小別荘,キャンプ場,区画,ゴルフ場,TOEIC700点レベル,名詞,住宅・不動産,小別荘
profitable,1,儲かる,儲からない,安価な,貴重な,TOEIC700点レベル,形容詞,商取引・販売,儲かる
real estate,1,不動産,高層ビル,現実世界,実証実験,TOEIC700点レベル,名詞,住宅・不動産,不動産
distributor,1,販売業者,配達人,契約者,交渉人,TOEIC700点レベル,名詞,商取引・販売,販売業者
secondhand,1,中古の,最新の,進化した,廃れた,TOEIC700点レベル,形容詞,商取引・販売,中古の
free of charge,1,無料で,税込みの,免税の,値引きの,TOEIC700点レベル,形容詞,値段・料金,無料で
toll,1,通行料,(単位当たりの)料金,運賃,税金,TOEIC700点レベル,名詞,値段・料金,通行料
slip,1,伝票,包帯,携帯電話,絵画,TOEIC700点レベル,名詞,値段・料金,伝票
by check,1,小切手で,現金で,クレジットで,振込で,TOEIC700点レベル,熟語,値段・料金,小切手で
outstanding,1,未払いの,おかしな,汚い,熱心な,TOEIC700点レベル,形容詞,値段・料金,未払いの
refund,1,払い戻し,支払い,販売,割引,TOEIC700点レベル,名詞,値段・料金,払い戻し
convey,1,運ぶ,証言する,訴える,投げる,TOEIC700点レベル,運送・納品,運送,運ぶ
transmit,1,運ぶ,責任を取る,破壊する,盗む,TOEIC700点レベル,動詞,運送・納品,運ぶ
specifications,1,明細書,価格,機能,品質,TOEIC700点レベル,名詞,運送・納品,明細書
breakage,1,破損,修理,交換,保証,TOEIC700点レベル,名詞,運送・納品,破損
carton,1,紙箱,木箱,一組,葉巻,TOEIC700点レベル,名詞,運送・納品,紙箱
cash on delivery,1,着払い,元払い,クレジット払い,事前支払い,TOEIC700点レベル,熟語,運送・納品,着払い
public relations,1,広報活動,合意,関連企業,街頭演説,TOEIC700点レベル,名詞,広告・宣伝,広報活動
sponsor,1,広告主,経営者,出版社,広報部,TOEIC700点レベル,名詞,広告・宣伝,広告主
plug,1,宣伝する,流行する,出遅れる,干渉する,TOEIC700点レベル,動詞,広告・宣伝,宣伝する
slogan,1,宣伝文句,社訓,見出し,名言,TOEIC700点レベル,名詞,広告・宣伝,宣伝文句
trade fair,1,見本市,開店セール,開会式,バザー,TOEIC700点レベル,名詞,広告・宣伝,見本市
expo,1,博覧会,美術館,祝賀会,競売,TOEIC700点レベル,名詞,広告・宣伝,博覧会
demonstrate,1,実演する,演技する,宣伝する,配布する,TOEIC700点レベル,動詞,広告・宣伝,実演する
vogue,1,流行,不人気,生活様式,時代遅れ,TOEIC700点レベル,名詞,流行・普及,流行
in fashion,1,流行して,廃れて,おしゃれな,珍しい,TOEIC700点レベル,熟語,流行・普及,流行して
out of fashion,1,廃れて,流行して,派手な,人気のない,TOEIC700点レベル,熟語,流行・普及,廃れて
up-to-date,1,最新の,廃れて,改良された,好評の,TOEIC700点レベル,形容詞,流行・普及,最新の
out-of-date,1,時代遅れの,流行して,派手な,おしゃれな,TOEIC700点レベル,形容詞,流行・普及,時代遅れの
toll-free number,1,フリーダイヤル,アドレス帳,非常電話,公衆電話,TOEIC700点レベル,名詞,コールセンター・クレーム,フリーダイヤル
recall,1,回収する,呼び出す,返金する,返済する,TOEIC700点レベル,動詞,コールセンター・クレーム,回収する
chip,1,欠け目,ひっかき傷,動作不良,色落ち,TOEIC700点レベル,名詞,コールセンター・クレーム,欠け目
damage,1,損害賠償,建築,廃業,補償,TOEIC700点レベル,名詞,損害賠償・保険,損害賠償
claim damages,1,損害賠償請求をする,弁償する,告訴する,保証する,TOEIC700点レベル,動詞,損害賠償・保険,損害賠償請求をする
cover,1,保証する,解消する,返済する,借金する,TOEIC700点レベル,動詞,損害賠償・保険,保証する

Inc.,1,〜社,〜財団,〜同好会,〜委員会,TOEIC700点レベル,名詞,企業関連,〜社
competitor,1,競合他社,子会社,別業種,提携先,TOEIC700点レベル,名詞,企業関連,競合他社
affiliate,1,子会社,親会社,設立,起業家,TOEIC700点レベル,名詞,企業関連,子会社
businessman,1,経営者,サラリーマン,販売業者,企業組合,TOEIC700点レベル,名詞,企業関連,経営者
joint,1,共同の,公認の,草分け的な,後任の,TOEIC700点レベル,形容詞,企業関連,共同の
mutual,1,相互の,代理の,事務の,全額出資の,TOEIC700点レベル,形容詞,企業関連,相互の
tie-up,1,提携,独立,決裂,外部調達,TOEIC700点レベル,名詞,企業関連,提携
close down,1,廃業する,買収する,提携する,外注する,TOEIC700点レベル,熟語,企業関連,廃業する
trustee,1,役員,社長,事務所,理事会,TOEIC700点レベル,名詞,役職・部署,役員
superior,1,上司,顧問,経営者,部下,TOEIC700点レベル,名詞,役職・部署,上司
senior,1,先輩,課長,監査役,同僚,TOEIC700点レベル,名詞,役職・部署,先輩
want ad,1,求人広告,履歴書,推薦状,職業紹介,TOEIC700点レベル,名詞,雇用・求人募集,求人広告
placement,1,職業紹介,後任,基準,適正試験,TOEIC700点レベル,名詞,雇用・求人募集,職業紹介
applicant,1,志願者,欠員,資格,信用状,TOEIC700点レベル,名詞,雇用・求人募集,志願者
application form,1,応募用紙,免許,雇用契約書,成績証明書,TOEIC700点レベル,名詞,雇用・求人募集,応募用紙
career,1,職歴,勤め口,離職率,志願者,TOEIC700点レベル,名詞,雇用・求人募集,職歴
transcript,1,成績証明書,明細書,資格,許可証,TOEIC700点レベル,名詞,雇用・求人募集,成績証明書
license,1,免許,志願者,履歴書,求人広告,TOEIC700点レベル,名詞,雇用・求人募集,免許
qualification,1,資格,決定権,自由裁量権,履歴書,TOEIC700点レベル,名詞,雇用・求人募集,資格
dismiss,1,解雇する,辞職する,退職する,訓練する,TOEIC700点レベル,動詞,雇用・求人募集,解雇する
on another line,1,話し中で,間違い電話の,接続の悪い,代理の,TOEIC700点レベル,熟語,連絡(手紙・メール・電話),話し中で
lay off,1,一時解雇する,辞職する,相談する,研修する,TOEIC700点レベル,動詞,雇用・求人募集,一時解雇する
pension,1,年金,ボーナス,税金,収入,TOEIC700点レベル,名詞,給料・手当,年金
liaise,1,連絡を取る,思い出させる,記録する,口述する,TOEIC700点レベル,動詞,連絡(手紙・メール・電話),連絡を取る
classified,1,機密扱いの,郵便の,同封の,双方向の,TOEIC700点レベル,形容詞,連絡(手紙・メール・電話),機密扱いの
sensitive,1,機密扱いの,互換性がある,公開された,明らかな,TOEIC700点レベル,形容詞,連絡(手紙・メール・電話),機密扱いの
forward,1,転送する,編集する,電源を切る,訂正する,TOEIC700点レベル,動詞,連絡(手紙・メール・電話),転送する
address,1,宛名を書く,初期化する,挿入する,入力する,TOEIC700点レベル,動詞,連絡(手紙・メール・電話),宛名を書く
RE,1,件名,返信,容量,拝啓,TOEIC700点レベル,名詞,連絡(手紙・メール・電話),件名
enclosure,1,同封物,機密事項,初期設定,敬具,TOEIC700点レベル,名詞,連絡(手紙・メール・電話),同封物
addressee,1,宛名,配信,編集,住所,TOEIC700点レベル,名詞,連絡(手紙・メール・電話),宛名
fiscal,1,会計の,四半期の,借金のある,赤字の,TOEIC700点レベル,形容詞,財務・会計,会計の
liabilities,1,負債,税金,予算,記帳,TOEIC700点レベル,名詞,財務・会計,負債
ledger,1,台帳,税金,財務諸表,債務者,TOEIC700点レベル,名詞,財務・会計,台帳
curtail,1,削減する,相殺する,借金する,計算する,TOEIC700点レベル,動詞,財務・会計,削減する
slash,1,削減する,合計する,借金する,記録する,TOEIC700点レベル,動詞,財務・会計,削減する
in the black,1,黒字で,赤字で,差し引きなしの,会計の,TOEIC700点レベル,名詞,財務・会計,黒字で
in the red,1,赤字で,黒字で,金融の,満了の,TOEIC700点レベル,熟語,財務・会計,赤字で
overhead,1,諸経費,窓口係,暗証番号,出費,TOEIC700点レベル,名詞,財務・会計,諸経費
gross,1,差し引きなしの,支払い期日の,金融の,会計の,TOEIC700点レベル,形容詞,財務・会計,差し引きなしの
net,1,正味の,四半期の,財政の,黒字の,TOEIC700点レベル,形容詞,財務・会計,正味の
remit,1,送金する,回収する,修理する,署名する,TOEIC700点レベル,動詞,財務・会計,送金する
draft,1,為替手形,領収書,残高,信用金庫,TOEIC700点レベル,名詞,財務・会計,為替手形
spare,1,節約する,豪遊する,警告する,合併する,TOEIC700点レベル,動詞,財務・会計,節約する
economize,1,節約する,浪費する,借金する,預金する,TOEIC700点レベル,財務・会計,財務,節約する
economical,1,安上がりの,高価な,黒字の,赤字の,TOEIC700点レベル,形容詞,財務・会計,安上がりの
illegal,1,非合法の,合法の,任意の,略式の,TOEIC700点レベル,形容詞,裁判・法律,非合法の
sue,1,告訴する,委託する,決裂する,規制する,TOEIC700点レベル,動詞,裁判・法律,告訴する
suit,1,訴訟,詐欺,裁判,違反,TOEIC700点レベル,名詞,裁判・法律,訴訟
case,1,訴訟,罰金,裁判,横領,TOEIC700点レベル,名詞,裁判・法律,訴訟
accuse,1,告発する,施行する,規制する,着服する,TOEIC700点レベル,動詞,裁判・法律,告発する
regulate,1,規制する,偽造する,判決を下す,搾取する,TOEIC700点レベル,動詞,裁判・法律,規制する
offense,1,違反,刑罰,罰金,法律,TOEIC700点レベル,名詞,裁判・法律,違反
chairperson,1,司会者,出席者,発表者,欠席者,TOEIC700点レベル,名詞,会議・議論,司会者
attendant,1,出席者,議長,議事録,委員会,TOEIC700点レベル,名詞,会議・議論,出席者
present,1,出席して,欠席して,反対して,所属して,TOEIC700点レベル,形容詞,会議・議論,出席して
minutes,1,議事録,書記,台本,グラフ,TOEIC700点レベル,名詞,会議・議論,議事録
pending,1,未解決の,仮の,具体的な,差し迫った,TOEIC700点レベル,形容詞,会議・議論,未解決の
dispute,1,論争する,同意する,反対する,採用する,TOEIC700点レベル,動詞,会議・議論,論争する
editorial,1,社説,印税,編集者,原稿,TOEIC700点レベル,名詞,報道・出版,社説
column,1,欄,表紙,注釈,しおり,TOEIC700点レベル,名詞,報道・出版,欄
edition,1,版,表紙,注釈,原稿,TOEIC700点レベル,名詞,報道・出版,版
bind,1,製本する,大量生産する,報道する,略述する,TOEIC700点レベル,動詞,報道・出版,製本する
typo,1,誤植,校正,改訂,監修,TOEIC700点レベル,名詞,報道・出版,誤植



mortgage,1,住宅ローン,小切手,賃料,敷金,TOEIC800点レベル,名詞,住宅・不動産,住宅ローン
lucrative,1,儲かる,廃れた,人気のない,流行した,TOEIC800点レベル,形容詞,商取引・販売,儲かる
lump sum,1,一括払い,分割払い,無料,総合計,TOEIC800点レベル,名詞,値段・料金,一括払い
consign,1,運送する,引き渡す,見落とす,転がる,TOEIC800点レベル,動詞,運送・納品,運送する
cutting-edge,1,最先端の,廃れた,斬新な,人気のない,TOEIC800点レベル,形容詞,流行・普及,最先端の
lodge a complaint,1,苦情を言う,予約する,滞在する,弁償する,TOEIC800点レベル,熟語,コールセンター・クレーム,苦情を言う
file a complaint,1,苦情を言う,クレーム対応する,苦情を撤回する,弁償する,TOEIC800点レベル,熟語,コールセンター・クレーム,苦情を言う
redress,1,賠償,破損,紛失,無傷,TOEIC800点レベル,名詞,損害賠償・保険,賠償
wholly-owned,1,全額出資の,幹部の,経営上の,相互の,TOEIC800点レベル,形容詞,企業関連,全額出資の
cover letter,1,添え状,保証人,免許証,申込用紙,TOEIC800点レベル,名詞,雇用・求人募集,添え状
screen,1,選別する,任命する,面接する,不合格にする,TOEIC800点レベル,動詞,雇用・求人募集,選別する
criterion,1,判断基準,推薦状,証明書,人員配置,TOEIC800点レベル,名詞,雇用・求人募集,判断基準
retrench,1,削減する,算出する,合計する,差し引く,TOEIC800点レベル,動詞,財務・会計,削減する
trim,1,削減する,相殺する,差し引く,加える,TOEIC800点レベル,動詞,財務・会計,削減する
redeem,1,買い戻す,統合する,振り返る,送金する,TOEIC800点レベル,動詞,財務・会計,買い戻す
pool,1,共同出資する,後援する,寄付する,借金する,TOEIC800点レベル,動詞,財務・会計,共同出資する
interim,1,暫定の,満場一致の,出席の,議論の的の,TOEIC800点レベル,形容詞,会議・議論,暫定の
piracy,1,著作権侵害,著作権,校正,改訂,TOEIC800点レベル,名詞,報道・出版,著作権侵害


recompense,1,弁償する,保証する,責任を負う,報いる,TOEIC900点レベル,動詞,損害賠償・保険,弁償する
indemnify,1,弁償する,保証する,責任を負う,報いる,TOEIC900点レベル,動詞,損害賠償・保険,弁償する
allegedly,1,伝えられるところでは,自動的に,安全に,暗に,TOEIC900点レベル,副詞,報道・出版,伝えられるところでは
