rapidly,1,急速に,ゆっくり,高く,明確に,TOEIC700点レベル,副詞,データなし,急速に
relief,1,安心感,延長,看板,賞賛,TOEIC700点レベル,名詞,データなし,安心感
reward,1,報酬,反応,言及,参照,TOEIC700点レベル,名詞,給料・手当,報酬
translate,1,翻訳する,相対化する,予測する,快く応じる,TOEIC700点レベル,動詞,報道・出版,翻訳する
circumstance,1,状況,相殺,循環,負債,TOEIC700点レベル,名詞,データなし,状況
contrary,1,正反対の,不快な,契約済みの,同様の,TOEIC700点レベル,形容詞,データなし,正反対の
eventually,1,結局,要約すると,ところで,加えて,TOEIC700点レベル,副詞,データなし,結局
expose,1,さらす,注目する,評判になる,疲れる,TOEIC700点レベル,動詞,データなし,さらす
panel,1,パネル,領土,支払い,抵抗,TOEIC700点レベル,名詞,データなし,パネル
portion,1,部分,結論,成功,薬品,TOEIC700点レベル,名詞,データなし,部分
primary,1,主な,副次的な,経済の,家庭の,TOEIC700点レベル,形容詞,データなし,主な
timely,1,タイミングの良い,悲しい,間に合った,実用的な,TOEIC700点レベル,形容詞,データなし,タイミングの良い
commonly,1,一般に,不思議と,強く,同様に,TOEIC700点レベル,副詞,データなし,一般に
consult,1,相談する,禁止する,割り当てる,競う,TOEIC700点レベル,動詞,データなし,相談する
convert,1,改造する,救う,入院する,運搬する,TOEIC700点レベル,動詞,データなし,改造する
obligation,1,義務,雰囲気,料金,日食,TOEIC700点レベル,名詞,データなし,義務
fame,1,名声,全体,付加価値,信仰,TOEIC700点レベル,名詞,データなし,名声
modest,1,謙虚な,厳しい,規則的な,形式ばった,TOEIC700点レベル,形容詞,データなし,謙虚な
patent,1,特許,評価,援助,忍耐,TOEIC700点レベル,名詞,データなし,特許
pursue,1,追求する,急ぐ,準備する,捕まえる,TOEIC700点レベル,動詞,データなし,追求する
remote,1,人里離れた,公平な,統計的な,国外の,TOEIC700点レベル,形容詞,データなし,人里離れた
reveal,1,明らかにする,見逃す,制限する,提供する,TOEIC700点レベル,動詞,データなし,明らかにする
allowance,1,手当,補充,教育,現象,TOEIC700点レベル,名詞,給料・手当,手当
crucial,1,非常に重要な,不便な,一般的な,目的の,TOEIC700点レベル,形容詞,データなし,非常に重要な
distinguished,1,傑出した,控えめな,普通の,生産的な,TOEIC700点レベル,形容詞,データなし,傑出した
disturb,1,邪魔する,協力する,優遇する,解決する,TOEIC700点レベル,動詞,データなし,邪魔する
fluent,1,流暢な,堅実な,得意な,浮遊する,TOEIC700点レベル,形容詞,データなし,流暢な
observe,1,観察する,所有する,明示する,調整する,TOEIC700点レベル,動詞,データなし,観察する
possess,1,所有する,早める,捨てる,投函する,TOEIC700点レベル,動詞,データなし,所有する
sharply,1,急激に,深く,広く,曖昧に,TOEIC700点レベル,副詞,データなし,急激に
adjustment,1,調整,歯車,改名,予防接種,TOEIC700点レベル,名詞,データなし,調整
aisle,1,通路,寺院,大聖堂,居間,TOEIC700点レベル,名詞,データなし,通路
capture,1,記録する,投げる,大騒ぎする,解放する,TOEIC700点レベル,動詞,データなし,記録する
consist,1,から成る,固執する,固定する,交流する,TOEIC700点レベル,動詞,データなし,から成る
desirable,1,望ましい,寂しい,美味しい,甘い,TOEIC700点レベル,形容詞,データなし,望ましい
heavily,1,大量に,おそらく,意味ありげに,曖昧に,TOEIC700点レベル,副詞,データなし,大量に
investigate,1,調査する,投資する,計算する,差し引く,TOEIC700点レベル,動詞,データなし,調査する
measurement,1,測定,加算,発見,研究,TOEIC700点レベル,名詞,データなし,測定
urgent,1,緊急の,静かな,準備不足の,活気のある,TOEIC700点レベル,形容詞,データなし,緊急の
checkout,1,チェックアウト,入場,家賃,住宅,TOEIC700点レベル,名詞,データなし,チェックアウト
dispose,1,処分する,吐き出す,停止する,否定する,TOEIC700点レベル,動詞,データなし,処分する
modify,1,修正する,登録する,検証する,確認する,TOEIC700点レベル,動詞,データなし,修正する
outlet,1,店舗,発火口,交差点,道路,TOEIC700点レベル,名詞,商取引・販売,店舗
prescription,1,処方箋,緊急,受診,保存,TOEIC700点レベル,名詞,データなし,処方箋
situated,1,位置している,散らばっている,関係している,動いている,TOEIC700点レベル,形容詞,データなし,位置している
surprisingly,1,驚いたことに,予想通りに,きっと,至るところに,TOEIC700点レベル,副詞,データなし,驚いたことに
transform,1,一変させる,発生する,輸入する,転送する,TOEIC700点レベル,動詞,データなし,一変させる
undergo,1,経験する,受け入れる,報告する,集める,TOEIC700点レベル,動詞,データなし,経験する
blueprint,1,設計図,版画,風景画,白紙,TOEIC700点レベル,名詞,データなし,設計図
boost,1,押し上げる,弱める,打ち負かす,促進する,TOEIC700点レベル,動詞,データなし,押し上げる
considerably,1,かなり,おそらく,全然,少しだけ,TOEIC700点レベル,副詞,間違えやすい単語,かなり
eliminate,1,排除する,増加する,進化する,解決する,TOEIC700点レベル,動詞,データなし,排除する
exclusively,1,独占的に,主に,ときどき,常に,TOEIC700点レベル,副詞,データなし,独占的に
leak,1,漏れる,補修する,発射する,運ぶ,TOEIC700点レベル,動詞,データなし,漏れる
preliminary,1,仮の,最終的な,全体的な,補助的な,TOEIC700点レベル,形容詞,データなし,仮の
sophisticated,1,洗練された,単純な,複雑化された,希少な,TOEIC700点レベル,形容詞,データなし,洗練された
statistics,1,統計,哲学,環境,図表,TOEIC700点レベル,名詞,データなし,統計
vacant,1,空の,厳密な,並列の,明確な,TOEIC700点レベル,形容詞,データなし,空の
evidence,1,証拠,救済,貴族,難題,TOEIC700点レベル,名詞,データなし,証拠
excursion,1,小旅行,穏便,除去,爆発,TOEIC700点レベル,名詞,データなし,小旅行
influence,1,影響を与える,適応する,感傷に浸る,興奮する,TOEIC700点レベル,動詞,データなし,影響を与える
ordinary,1,普通の,不安な,固定の,便利な,TOEIC700点レベル,形容詞,データなし,普通の
reject,1,却下する,分配する,掲載する,押しつぶす,TOEIC700点レベル,動詞,データなし,却下する
tailor,1,調整する,評論する,裁断する,卒業する,TOEIC700点レベル,動詞,データなし,調整する
assume,1,引き受ける,意見する,結果を出す,傷つける,TOEIC700点レベル,動詞,データなし,引き受ける
engagement,1,約束,方向,教育,先制,TOEIC700点レベル,名詞,データなし,約束
instrumental,1,重要な役割の,美的な,政治的な,欠陥のある,TOEIC700点レベル,形容詞,データなし,重要な役割の
interruption,1,中断,汚染,推論,領域,TOEIC700点レベル,名詞,データなし,中断
perspective,1,観点,検査,確信,実験,TOEIC700点レベル,名詞,データなし,観点
scope,1,範囲,機密情報,解読,掘削,TOEIC700点レベル,名詞,データなし,範囲
speculation,1,推測,容疑者,追跡,未知,TOEIC700点レベル,名詞,データなし,推測
supplement,1,補う,貯蓄する,調合する,上昇する,TOEIC700点レベル,動詞,データなし,補う
understaffed,1,人手不足の,地下の,さびれた,故障した,TOEIC700点レベル,形容詞,雇用・求人募集,人手不足の
rarely,1,めったにしない,いつもの,かなり,急に,TOEIC700点レベル,副詞,データなし,めったにしない
caution,1,注意,出口,踏切,看板,TOEIC700点レベル,名詞,データなし,注意
legislation,1,法律,登録,倦怠感,知事,TOEIC700点レベル,名詞,裁判・法律,法律
logical,1,妥当な,根拠のない,センスの良い,秘密の,TOEIC700点レベル,形容詞,データなし,妥当な
fulfill,1,果たす,記入する,判定する,葛藤する,TOEIC700点レベル,動詞,データなし,果たす
objective,1,目標,惑星,税金,形容詞,TOEIC700点レベル,名詞,データなし,目標
restrict,1,制限する,移動する,壊れる,測る,TOEIC700点レベル,動詞,データなし,制限する
steadily,1,着実に,大胆に,急いで,常に,TOEIC700点レベル,副詞,データなし,着実に
adequate,1,十分な,暗い,交差した,流行の,TOEIC700点レベル,形容詞,数量表現,十分な
assessment,1,評価,関係,健康,回転,TOEIC700点レベル,名詞,雇用・求人募集,評価
attribute,1,起因すると考える,装飾する,援助する,省略する,TOEIC700点レベル,動詞,データなし,起因すると考える
beforehand,1,事前に,同様に,注意ぶかく,予想できない,TOEIC700点レベル,副詞,時間・頻度に関する表現,事前に
challenging,1,やりがいのある,限界の,不可能な,発展した,TOEIC700点レベル,形容詞,データなし,やりがいのある
endeavor,1,努力,注意,衣類,探検,TOEIC700点レベル,名詞,データなし,努力
inspiring,1,活気づける,隠れた,前向きな,懐かしい,TOEIC700点レベル,形容詞,データなし,活気づける
remarkable,1,驚くべき,優秀な,傷のついた,喜ばしい,TOEIC700点レベル,形容詞,データなし,驚くべき
measure,1,手段,評価,屈折,微小,TOEIC700点レベル,名詞,データなし,手段
struggle,1,奮闘する,適応する,競争する,努力する,TOEIC700点レベル,動詞,データなし,奮闘する
adapt,1,適応する,改善する,調整する,変更する,TOEIC700点レベル,動詞,データなし,適応する
ambitious,1,野心的な,努力家の,美しい,望みのある,TOEIC700点レベル,形容詞,データなし,野心的な
capable,1,能力がある,技術的な,親しみやすい,浅い,TOEIC700点レベル,形容詞,雇用・求人募集,能力がある
consequence,1,結果,影響,副作用,信頼,TOEIC700点レベル,名詞,データなし,結果
latter,1,後者,はしご,前者,遅刻,TOEIC700点レベル,名詞,データなし,後者
output,1,生産高,コンセント,入力,外食,TOEIC700点レベル,名詞,データなし,生産高
proudly,1,誇らしげに,元気に,形式的に,同時に,TOEIC700点レベル,副詞,データなし,誇らしげに
stable,1,安定した,不安定な,古い,弱い,TOEIC700点レベル,形容詞,データなし,安定した
transition,1,移行,加速,停止,送別会,TOEIC700点レベル,名詞,データなし,移行
consent,1,同意する,禁止する,指示する,電源を入れる,TOEIC700点レベル,動詞,会議・議論,同意する
dependable,1,信頼できる,複雑な,普通の,優柔不断の,TOEIC700点レベル,形容詞,データなし,信頼できる
diligent,1,勤勉な,怠けた,難解な,固い,TOEIC700点レベル,形容詞,データなし,勤勉な
illustrate,1,説明する,絵を描く,いらいらする,集中する,TOEIC700点レベル,動詞,データなし,説明する
independently,1,単独で,一緒に,固執して,明確に,TOEIC700点レベル,副詞,データなし,単独で
mission,1,使命,贈り物,引退,備品,TOEIC700点レベル,名詞,データなし,使命
moderate,1,適度な,美しい,幸せな,上品な,TOEIC700点レベル,形容詞,データなし,適度な
outlook,1,見通し,目標,結果,空間,TOEIC700点レベル,名詞,データなし,見通し
precisely,1,正確に,不正確に,自由に,別々に,TOEIC700点レベル,副詞,データなし,正確に
concentrated,1,集中的な,認められた,分散した,単純な,TOEIC700点レベル,形容詞,データなし,集中的な
asset,1,財産,負債,規則,意見,TOEIC700点レベル,名詞,データなし,財産
controversial,1,議論を巻き起こす,常識的な,取るに足らない,度を超えた,TOEIC700点レベル,形容詞,データなし,議論を巻き起こす
disappointing,1,がっかりさせる,欠席した,混乱した,喜ばしい,TOEIC700点レベル,形容詞,データなし,がっかりさせる
revolving door,1,回転ドア,自動ドア,非常口,引き戸,TOEIC700点レベル,名詞,事務用品・日常用品,回転ドア
sunscreen,1,日焼け止め,ソーラーパネル,太陽フレア,日傘,TOEIC700点レベル,名詞,事務用品・日常用品,日焼け止め
stationery,1,文房具,寝具,食器類,化粧品,TOEIC700点レベル,名詞,事務用品・日常用品,文房具
light fixture,1,照明器具,ネオンサイン,図面,非常灯,TOEIC700点レベル,名詞,事務用品・日常用品,照明器具
rechargeable battery,1,充電池,変換器,砂時計,太陽電池,TOEIC700点レベル,名詞,事務用品・日常用品,充電池
treadmill,1,ランニングマシン,コーヒーサーバー,湯沸かし器,カミソリ,TOEIC700点レベル,名詞,事務用品・日常用品,ランニングマシン
garbage can,1,ゴミ箱,募金箱,貯金箱,缶詰,TOEIC700点レベル,名詞,事務用品・日常用品,ゴミ箱
